timestamp,keywords
2020-10-15 11:31:22,Fortnite leaked skins
2020-10-15 11:31:22,Epic Games vs Apple
2020-10-15 11:30:19,Fortnite how to get Daredevil skin
2020-10-15 11:30:19,Fortnite season 4 week 8 challenges
2020-10-15 11:30:19,Fortnite Football skins
2020-10-15 11:30:19,Fortnite leaked skins
2020-10-15 11:30:19,Epic Games vs Apple
